COUNTRYCODE,YEAR,MILITARYSPENDINGGDP
BFA,1994,1.4228847
BFA,1995,1.3830427
BFA,1996,1.2870884
BFA,1997,1.4170551
BFA,1998,1.2763625
BFA,1999,1.231912
BFA,2000,1.2380464
BFA,2001,1.155515
BFA,2002,1.177935
BFA,2003,1.0730554
BFA,2004,1.2070057
BFA,2005,1.2018949
BFA,2006,1.1103219
BFA,2007,1.4157265
BFA,2008,1.2429127
BFA,2009,1.352765
BFA,2010,1.2247859
BFA,2011,1.1509058
BFA,2012,1.1760285
BFA,2013,1.2360903
BFA,2014,1.272342
BFA,2015,1.2507808
BFA,2016,1.1653334
BFA,2017,1.3636297
BFA,2018,1.9253846
BFA,2019,2.212552
BFA,2020,2.1142418
BFA,2021,2.3336287
BFA,2022,2.9816155
BFA,2023,4.0787115
BFA,2024,4.679732
BDI,1961,0.18719213
BDI,1962,3.9437938
BDI,1963,0.4347826
BDI,1964,0.44562048
BDI,1965,1.352337
BDI,1966,1.382288
BDI,1967,1.3326068
BDI,1968,1.4142233
BDI,1969,1.7544914
BDI,1971,1.0324087
BDI,1972,1.458671
BDI,1973,1.9462123
BDI,1974,2.2250826
BDI,1975,2.056807
BDI,1976,2.223601
BDI,1977,2.5333817
BDI,1978,2.7963736
BDI,1979,2.6437151
BDI,1980,2.9188032
BDI,1981,3.0303304
BDI,1982,3.5070248
BDI,1983,3.1048088
BDI,1984,2.9754007
BDI,1985,2.7511728
BDI,1986,2.805413
BDI,1987,2.64914
BDI,1988,3.145245
BDI,1989,3.349522
BDI,1990,3.4487123
BDI,1991,3.7862706
BDI,1992,3.5956378
BDI,1993,3.7202756
BDI,1994,3.9211113
BDI,1995,4.209073
BDI,1996,5.856885
BDI,1997,6.359653
BDI,1998,6.572273
BDI,1999,6.2576437
BDI,2000,4.8624024
BDI,2001,6.071737
BDI,2002,5.4416785
BDI,2003,5.5334353
BDI,2004,4.903267
BDI,2005,4.43619
BDI,2006,3.5117183
BDI,2007,3.4145951
BDI,2008,2.7208905
BDI,2012,2.5271778
BDI,2013,2.482413
BDI,2014,2.2979455
BDI,2015,2.13132
BDI,2016,2.2431638
BDI,2017,2.0027099
BDI,2018,2.1494195
BDI,2019,2.807817
BDI,2020,2.1859133
BDI,2021,2.0430098
BDI,2022,2.5985808
BDI,2023,3.4315772
BDI,2024,3.801279
KHM,1986,1.146851
KHM,1987,1.5742453
KHM,1988,1.2782035
KHM,1989,1.9924536
KHM,1990,2.0713756
KHM,1991,2.3278966
KHM,1992,3.1459332
KHM,1993,1.7612895
KHM,1994,3.842343
KHM,1995,3.5773106
KHM,1996,3.2384543
KHM,1997,3.003361
KHM,1998,2.6620479
KHM,1999,2.510029
KHM,2000,2.1858034
KHM,2001,1.7055995
KHM,2002,1.4462909
KHM,2003,1.3361026
KHM,2004,1.176516
KHM,2005,1.0041903
KHM,2006,0.90870047
KHM,2007,0.78017515
KHM,2008,0.67873114
KHM,2009,1.0924635
KHM,2010,1.2155987
KHM,2011,1.1985526
KHM,2012,1.2190014
KHM,2013,1.229204
KHM,2014,1.2611417
KHM,2015,1.3452047
KHM,2016,1.439557
KHM,2017,1.5618165
KHM,2018,1.6371653
KHM,2019,1.621937
KHM,2020,1.780105
KHM,2021,1.7016077
KHM,2022,1.5418835
KHM,2023,1.5448977
KHM,2024,1.5206646
CMR,1970,1.8721279
CMR,1971,1.8426703
CMR,1972,1.7628547
CMR,1973,1.7606741
CMR,1974,1.6919408
CMR,1975,1.7275939
CMR,1976,1.7623249
CMR,1977,1.7158501
CMR,1978,1.6651173
CMR,1979,1.6553637
CMR,1980,1.5558177
CMR,1981,1.8189156
CMR,1982,1.990519
CMR,1983,1.8906841
CMR,1984,1.7402191
CMR,1985,1.3398358
CMR,1986,1.2178235
CMR,1987,1.2500255
CMR,1988,1.2847962
CMR,1989,1.3336891
CMR,1990,1.4745666
CMR,1991,1.5145516
CMR,1992,1.5326055
CMR,1993,1.3261245
CMR,1994,1.3103402
CMR,1995,1.2516448
CMR,1996,1.2248379
CMR,1997,1.3012418
CMR,1998,1.3965094
CMR,1999,1.4438524
CMR,2000,1.3247489
CMR,2001,1.29036
CMR,2002,1.3385068
CMR,2003,1.383807
CMR,2004,1.4016038
CMR,2005,1.1439006
CMR,2006,1.2297939
CMR,2007,1.241593
CMR,2008,1.2555908
CMR,2009,1.2338343
CMR,2010,1.2883751
CMR,2011,1.1358889
CMR,2012,1.1753485
CMR,2013,1.1650411
CMR,2014,1.1049796
CMR,2015,1.0988986
CMR,2016,1.1464244
CMR,2017,1.1383739
CMR,2018,1.0760098
CMR,2019,1.0645783
CMR,2020,0.9644073
CMR,2021,0.9852088
CMR,2022,0.9393529
CMR,2023,0.9264905
CMR,2024,1.0091276
CAN,1950,2.427451
CAN,1951,4.662253
CAN,1952,6.798768
CAN,1953,7.3735557
CAN,1954,6.8627267
CAN,1955,6.177778
CAN,1956,5.6858244
CAN,1957,5.34932
CAN,1958,4.937796
CAN,1959,4.3997674
CAN,1960,4.1852565
CAN,1961,4.128312
CAN,1962,3.9992166
CAN,1963,3.6206503
CAN,1964,3.402063
CAN,1965,2.9302607
CAN,1966,2.6832824
CAN,1967,2.747927
CAN,1968,2.5436418
CAN,1969,2.2737846
CAN,1970,2.1889796
CAN,1971,2.1314855
CAN,1972,2.0118184
CAN,1973,1.8326018
CAN,1974,1.7838131
CAN,1975,1.8635418
CAN,1976,1.765928
CAN,1977,1.8057637
CAN,1978,1.8488874
CAN,1979,1.711246
CAN,1980,1.7644485
CAN,1981,1.7099156
CAN,1982,1.9543436
CAN,1983,2.0811963
CAN,1984,2.117189
CAN,1985,2.0973763
CAN,1986,2.1091971
CAN,1987,2.0625765
CAN,1988,1.9867672
CAN,1989,1.9346142
CAN,1990,1.9587938
CAN,1991,1.8954443
CAN,1992,1.8616878
CAN,1993,1.8217536
CAN,1994,1.6966803
CAN,1995,1.55409
CAN,1996,1.4037526
CAN,1997,1.2462431
CAN,1998,1.2562939
CAN,1999,1.241703
CAN,2000,1.1143498
CAN,2001,1.1333562
CAN,2002,1.1168691
CAN,2003,1.1119373
CAN,2004,1.1041894
CAN,2005,1.1071054
CAN,2006,1.1225247
CAN,2007,1.1857903
CAN,2008,1.2455184
CAN,2009,1.3775556
CAN,2010,1.1943383
CAN,2011,1.1932919
CAN,2012,1.1184046
CAN,2013,1.0023673
CAN,2014,0.9899253
CAN,2015,1.1527094
CAN,2016,1.1641616
CAN,2017,1.3518965
CAN,2018,1.3176781
CAN,2019,1.2845123
CAN,2020,1.3939934
CAN,2021,1.2542008
CAN,2022,1.1671326
CAN,2023,1.2531657
CAN,2024,1.3130342
CPV,1984,2.792399
CPV,1985,2.4634442
CPV,1986,2.3355315
CPV,1987,2.103676
CPV,1988,1.9138856
CPV,1992,0.9925925
CPV,1993,0.75658053
CPV,1994,0.8388786
CPV,1995,1.2650808
CPV,1996,0.8441753
CPV,1997,0.8310075
CPV,1998,0.8585405
CPV,1999,0.8385432
CPV,2000,1.1540259
CPV,2001,0.7536152
CPV,2002,0.66548026
CPV,2003,0.6487536
CPV,2004,0.63097847
CPV,2005,0.6494972
CPV,2006,0.5647412
CPV,2007,0.48125982
CPV,2008,0.54860127
CPV,2009,0.44990847
CPV,2010,0.45142594
CPV,2011,0.4769965
CPV,2012,0.5060097
CPV,2013,0.48366418
CPV,2014,0.49259615
CPV,2015,0.51008904
CPV,2016,0.55004805
CPV,2017,0.47051856
CPV,2018,0.48589656
CPV,2019,0.43186498
CPV,2020,0.61881876
CPV,2021,0.5466598
CPV,2022,0.456081
CPV,2023,0.56649417
CPV,2024,0.6239034
CYM,2023,
CAF,1991,1.5680693
CAF,1992,1.6421252
CAF,1993,1.4970878
CAF,1994,1.2558826
CAF,1995,1.1667819
CAF,1996,1.2101921
CAF,2002,1.0869557
CAF,2003,1.2638544
CAF,2004,1.153088
CAF,2005,1.08976
CAF,2007,1.0890772
CAF,2008,1.549881
CAF,2009,1.7479707
CAF,2010,2.40996
CAF,2011,2.048401
CAF,2012,1.7028453
CAF,2013,2.8339083
CAF,2014,2.0296545
CAF,2015,1.5753169
CAF,2016,1.471638
CAF,2017,1.3426974
CAF,2018,1.3399891
CAF,2019,1.7899
CAF,2020,1.8589728
CAF,2021,2.1492486
CAF,2022,1.7108623
CAF,2023,2.3772066
CAF,2024,2.5196912
TCD,1983,3.124564
TCD,1984,2.9520073
TCD,1985,2.824319
TCD,1986,2.9584246
TCD,1987,1.8330663
TCD,1988,3.5627522
TCD,1989,2.7331407
TCD,1990,1.3802878
TCD,1992,1.3746502
TCD,1993,1.7455822
TCD,1994,1.2177229
TCD,1995,0.89855576
TCD,1996,1.0016674
TCD,1997,0.69772226
TCD,1998,0.5985244
TCD,1999,0.88536876
TCD,2000,0.99960613
TCD,2001,0.99371785
TCD,2002,1.1188133
TCD,2003,0.97060055
TCD,2004,0.7424326
TCD,2005,0.6105894
TCD,2006,2.1778414
TCD,2007,3.2494981
TCD,2008,4.2764587
TCD,2009,5.7014847
TCD,2010,4.317474
TCD,2011,3.759313
TCD,2013,4.294885
TCD,2014,2.1578424
TCD,2015,1.5239707
TCD,2016,2.3117037
TCD,2017,1.6596116
TCD,2018,1.6527027
TCD,2019,1.5736016
TCD,2020,2.211927
TCD,2021,2.0791357
TCD,2022,2.0442448
TCD,2023,2.11759
TCD,2024,2.98485
CHL,1950,2.6397
CHL,1951,3.0695562
CHL,1952,2.5730772
CHL,1953,2.780007
CHL,1954,1.6909668
CHL,1955,2.3
CHL,1956,2.3
CHL,1957,3.05
CHL,1958,2.7
CHL,1959,2.15
CHL,1960,3.1184056
CHL,1961,3.5274472
CHL,1962,3.043709
CHL,1963,2.8653958
CHL,1964,2.6351864
CHL,1965,2.8857126
CHL,1966,2.735921
CHL,1967,2.7136326
CHL,1968,2.5270681
CHL,1969,2.2609
CHL,1970,4.4504504
CHL,1971,6.2648153
CHL,1972,6.625414
CHL,1973,6.283821
CHL,1974,7.109561
CHL,1975,6.742537
CHL,1976,6.085051
CHL,1977,6.9152446
CHL,1978,6.728122
CHL,1979,6.3325562
CHL,1980,6.482093
CHL,1981,7.0221186
CHL,1982,8.877268
CHL,1983,7.575223
CHL,1984,7.605406
CHL,1985,6.9006085
CHL,1986,6.2880025
CHL,1987,5.638071
CHL,1988,4.139996
CHL,1989,3.5900295
CHL,1990,3.401655
CHL,1991,2.8498428
CHL,1992,2.6285105
CHL,1993,2.706923
CHL,1994,2.597545
CHL,1995,2.5620646
CHL,1996,2.4232986
CHL,1997,2.4736426
CHL,1998,2.5762012
CHL,1999,2.7026827
CHL,2000,2.688616
CHL,2001,2.6470492
CHL,2002,2.531543
CHL,2003,2.7029715
CHL,2004,2.7122903
CHL,2005,2.5347629
CHL,2006,2.506082
CHL,2007,2.3309805
CHL,2008,2.5836523
CHL,2009,2.2765079
CHL,2010,2.254241
CHL,2011,2.2636127
CHL,2012,2.0458803
CHL,2013,1.9946225
CHL,2014,1.9671068
CHL,2015,1.9096235
CHL,2016,1.9241585
CHL,2017,1.9405925
CHL,2018,1.8776139
CHL,2019,1.8647171
CHL,2020,2.0655305
CHL,2021,1.6474241
CHL,2022,1.5409907
CHL,2023,1.6302639
CHL,2024,1.5778039
CHN,1989,2.4471014
CHN,1990,2.4540162
CHN,1991,2.3112435
CHN,1992,2.449542
CHN,1993,1.9280668
CHN,1994,1.6934795
CHN,1995,1.6862339
CHN,1996,1.6527268
CHN,1997,1.6326507
CHN,1998,1.6550807
CHN,1999,1.8714659
CHN,2000,1.8357598
CHN,2001,1.9830862
CHN,2002,2.0593648
CHN,2003,1.996289
CHN,2004,1.9385083
CHN,2005,1.871858
CHN,2006,1.8695917
CHN,2007,1.7501646
CHN,2008,1.7160425
CHN,2009,1.8935237
CHN,2010,1.7335199
CHN,2011,1.6590824
CHN,2012,1.7009426
CHN,2013,1.7143409
CHN,2014,1.7384093
CHN,2015,1.7767711
CHN,2016,1.7688867
CHN,2017,1.7112427
CHN,2018,1.6735783
CHN,2019,1.682911
CHN,2020,1.7566993
CHN,2021,1.6052597
CHN,2022,1.6305338
CHN,2023,1.6648488
CHN,2024,1.7112974
CXR,2023,
CCK,2023,
COL,1958,2.354591
COL,1959,1.8308667
COL,1960,1.8843236
COL,1961,2.1432564
COL,1962,3.0994153
COL,1963,3.5151403
COL,1964,3.1808038
COL,1965,3.190947
COL,1966,3.1652446
COL,1967,3.1173646
COL,1968,2.3853724
COL,1969,2.0549242
COL,1970,2.2595465
COL,1971,3.374174
COL,1972,1.9671957
COL,1973,1.690245
COL,1974,1.5757802
COL,1975,1.7402681
COL,1976,1.4936029
COL,1977,1.4384872
COL,1978,1.5503194
COL,1979,1.6739289
COL,1980,1.8301216
COL,1981,1.7551204
COL,1982,1.7138509
COL,1983,2.2199376
COL,1984,2.325895
COL,1985,2.0540166
COL,1986,1.9446197
COL,1987,1.9831353
COL,1988,2.1992447
COL,1989,2.1881838
COL,1990,1.8601593
COL,1991,1.8534819
COL,1992,2.106678
COL,1993,2.5252671
COL,1994,2.508407
COL,1995,2.8316264
COL,1996,4.4453936
COL,1997,2.8017879
COL,1998,3.440986
COL,1999,3.762742
COL,2000,3.0316834
COL,2001,3.3238728
COL,2002,3.4171276
COL,2003,3.4639888
COL,2004,3.4650152
COL,2005,3.3746798
COL,2006,3.295825
COL,2007,3.2863016
COL,2008,3.737247
COL,2009,3.8869638
COL,2010,3.636915
COL,2011,3.077107
COL,2012,3.1560059
COL,2013,3.272263
COL,2014,3.108259
COL,2015,3.10996
COL,2016,3.071131
COL,2017,3.2080967
COL,2018,3.0332327
COL,2019,3.1456568
COL,2020,3.5344043
COL,2021,3.195758
COL,2022,2.797983
COL,2023,2.9654522
COL,2024,3.3590336
COM,2023,
COG,1970,4.8604026
COG,1971,4.600243
COG,1972,3.5296705
COG,1973,4.220273
COG,1974,4.240876
COG,1975,4.4974937
COG,1976,4.731834
COG,1977,4.95322
COG,1978,4.319718
COG,1979,4.393713
COG,1980,3.3659823
COG,1981,3.187096
COG,1982,3.3450458
COG,1984,2.2531037
COG,1985,2.5751958
COG,1987,4.3741674
COG,1992,3.8292885
COG,1993,3.644869
COG,2001,1.7922245
COG,2002,2.1233523
COG,2003,2.4322934
COG,2004,2.4401798
COG,2005,1.5181379
COG,2006,1.569343
COG,2007,1.916289
COG,2008,1.7902794
COG,2010,1.6625904
COG,2013,2.0444756
COG,2014,3.9403572
COG,2016,4.594806
COG,2017,3.1781344
COG,2018,1.9792812
COG,2019,2.1462767
COG,2020,2.6011872
COG,2021,2.340349
COG,2022,1.907985
COG,2023,1.9762565
COG,2024,1.1859612
COK,2023,
CRI,2023,
CIV,1962,1.2755345
CIV,1963,0.99898887
CIV,1964,1.14393
CIV,1965,1.3196994
CIV,1966,1.2635659
CIV,1967,1.3126587
CIV,1968,1.16049
CIV,1969,1.1487964
CIV,1970,1.1810075
CIV,1971,1.500341
CIV,1972,1.6956336
CIV,1973,1.1303427
CIV,1974,1.3396482
CIV,1975,1.1784302
CIV,1976,1.1188861
CIV,1977,0.79476863
CIV,1978,1.0980932
CIV,1979,1.1237723
CIV,1980,1.1642867
CIV,1981,1.091036
CIV,1982,1.1421677
CIV,1983,1.1150466
CIV,1984,1.0255904
CIV,1985,0.9969695
CIV,1986,1.0535287
CIV,1987,1.2170987
CIV,1988,1.2491406
CIV,1989,1.3303746
CIV,1990,0.9647747
CIV,1991,0.99400383
CIV,1992,1.0170867
CIV,1993,0.97350097
CIV,1994,0.7315979
CIV,1996,0.6118145
CIV,1997,0.57720447
CIV,2003,1.0067518
CIV,2004,1.0960734
CIV,2005,1.0580653
CIV,2006,1.0865796
CIV,2007,1.1508331
CIV,2008,1.1017047
CIV,2009,1.2517357
CIV,2010,1.1271051
CIV,2011,1.0070578
CIV,2012,1.1006639
CIV,2013,0.9950191
CIV,2014,1.0677761
CIV,2015,1.2439172
CIV,2016,1.245859
CIV,2017,0.965894
CIV,2018,1.039214
CIV,2019,0.8876579
CIV,2020,0.9631195
CIV,2021,0.8762138
CIV,2022,0.86522686
CIV,2023,0.8648785
CIV,2024,0.762359
HRV,1992,7.607386
HRV,1993,10.726757
HRV,1994,11.148177
HRV,1995,9.101528
HRV,1996,8.075131
HRV,1997,7.4780517
HRV,1998,5.545558
HRV,1999,4.3830676
HRV,2000,3.0245824
HRV,2001,2.7057514
HRV,2002,2.7088084
HRV,2003,2.0261474
HRV,2004,1.7403878
HRV,2005,1.7440373
HRV,2006,1.6664101
HRV,2007,1.6107787
HRV,2008,1.8231544
HRV,2009,1.7721785
HRV,2010,1.6661862
HRV,2011,1.7366024
HRV,2012,1.6559377
HRV,2013,1.6078088
HRV,2014,1.8081172
HRV,2015,1.7487025
HRV,2016,1.5892254
HRV,2017,1.6331663
HRV,2018,1.5423406
HRV,2019,1.6036108
HRV,2020,1.696595
HRV,2021,1.9715011
HRV,2022,1.8028525
HRV,2023,1.7066317
HRV,2024,1.7932342
CUB,2009,3.3809602
CUB,2010,3.326856
CUB,2011,3.084505
CUB,2012,3.9376
CUB,2013,3.512729
CUB,2014,3.536005
CUB,2015,3.0837915
CUB,2016,3.072188
CUB,2017,2.8724031
CUB,2018,2.8762074
CUB,2023,
CUW,2023,
CYP,1985,1.2702917
CYP,1986,1.5771579
CYP,1987,5.3914776
CYP,1988,5.700256
CYP,1989,5.369355
CYP,1990,7.3740354
CYP,1991,7.2647758
CYP,1992,9.129286
CYP,1993,4.0749526
CYP,1994,4.023989
CYP,1995,3.0410342
CYP,1996,4.524715
CYP,1997,5.5739107
CYP,1998,4.6763177
CYP,1999,2.733851
CYP,2000,2.8220901
CYP,2001,3.153222
CYP,2002,2.1301606
CYP,2003,1.9851631
CYP,2004,1.9557692
CYP,2005,2.0374696
CYP,2006,1.899998
CYP,2007,1.6845998
CYP,2008,1.629705
CYP,2009,1.8168194
CYP,2010,1.8529246
CYP,2011,1.7378321
CYP,2012,1.6547518
CYP,2013,1.607009
CYP,2014,1.542602
CYP,2015,1.6476676
CYP,2016,1.4045577
CYP,2017,1.5681031
CYP,2018,1.7498331
CYP,2019,1.7695936
CYP,2020,1.8955344
CYP,2021,1.7840674
CYP,2022,1.7211884
CYP,2023,1.6506069
CYP,2024,1.6473522
CZE,1993,2.330404
CZE,1994,2.2834008
CZE,1995,1.7588553
CZE,1996,1.657586
CZE,1997,1.5803035
CZE,1998,1.7355976
CZE,1999,1.8386874
CZE,2000,1.8614702
CZE,2001,1.7355283
CZE,2002,1.8090115
CZE,2003,1.8775221
CZE,2004,1.6996434
CZE,2005,1.7772578
CZE,2006,1.5681148
CZE,2007,1.4247884
CZE,2008,1.2340882
CZE,2009,1.3134922
CZE,2010,1.1828978
CZE,2011,1.0691429
CZE,2012,1.0556077
CZE,2013,1.0087045
CZE,2014,0.95911574
CZE,2015,0.9412029
CZE,2016,0.9866344
CZE,2017,0.9439844
CZE,2018,1.0755267
CZE,2019,1.1332396
CZE,2020,1.2954062
CZE,2021,1.3532532
CZE,2022,1.3269022
CZE,2023,1.4717683
CZE,2024,1.9168085
OWID_CZS,2023,
COD,1964,3.914286e-05
COD,1966,4.31e-05
COD,1968,4.215e-05
COD,1969,4.172414e-05
COD,1970,5.516129e-05
COD,1971,4.8571426e-05
COD,1972,4.025641e-05
COD,1973,3.489796e-05
COD,1974,5.2666666e-05
COD,1975,4.53125e-05
COD,1976,3.357895e-05
COD,1977,3.492424e-05
COD,1978,3.273224e-05
COD,1979,2.972973e-05
COD,1993,5.2260857
COD,1996,1.5468011
COD,1997,1.4108511
COD,1998,0.42845416
COD,1999,1.1581507
COD,2000,0.22026081
COD,2003,0.8806459
COD,2004,1.3366045
COD,2005,1.3101398
COD,2006,1.3246033
COD,2007,1.1061163
COD,2008,0.6973478
COD,2009,0.651616
COD,2010,0.8212586
COD,2011,0.9047592
COD,2012,1.1072292
COD,2013,1.0735319
COD,2014,0.8896952
COD,2015,1.223383
COD,2016,1.0256344
COD,2017,0.7415707
COD,2018,0.61234653
COD,2019,0.6940174
COD,2020,0.7297353
COD,2021,0.5331788
COD,2022,0.56770724
COD,2023,1.1188599
COD,2024,1.2285527
,2023,
DNK,1950,1.6645029
DNK,1951,2.0529888
DNK,1952,2.7395039
DNK,1953,3.3633475
DNK,1954,3.1943693
DNK,1955,3.1811898
DNK,1956,3.026286
DNK,1957,3.0787952
DNK,1958,2.8771112
DNK,1959,2.5890138
DNK,1960,2.7288775
DNK,1961,2.5868115
DNK,1962,3.018273
DNK,1963,3.041524
DNK,1964,2.8429146
DNK,1965,2.8321378
DNK,1966,2.6367497
DNK,1967,2.588211
DNK,1968,2.675934
DNK,1969,2.3916078
DNK,1970,2.42912
DNK,1971,2.3622222
DNK,1972,2.1799734
DNK,1973,1.9758075
DNK,1974,2.234844
DNK,1975,2.3972495
DNK,1976,2.2042031
DNK,1977,2.216303
DNK,1978,2.2718213
DNK,1979,2.2515275
DNK,1980,2.3630924
DNK,1981,2.4386663
DNK,1982,2.419895
DNK,1983,2.364743
DNK,1984,2.2354708
DNK,1985,2.104672
DNK,1986,1.9448193
DNK,1987,2.0316474
DNK,1988,2.0874708
DNK,1989,2.0242202
DNK,1990,1.950757
DNK,1991,1.9197587
DNK,1992,1.8551509
DNK,1993,1.8740852
DNK,1994,1.7426003
DNK,1995,1.6867597
DNK,1996,1.6461436
DNK,1997,1.6187243
DNK,1998,1.6090711
DNK,1999,1.5655365
DNK,2000,1.4584656
DNK,2001,1.5315427
DNK,2002,1.5068588
DNK,2003,1.4646673
DNK,2004,1.4202402
DNK,2005,1.3081114
DNK,2006,1.3750558
DNK,2007,1.3040228
DNK,2008,1.3488269
DNK,2009,1.3444123
DNK,2010,1.3971018
DNK,2011,1.3123393
DNK,2012,1.3532931
DNK,2013,1.2235249
DNK,2014,1.1497978
DNK,2015,1.1148131
DNK,2016,1.1510715
DNK,2017,1.1399854
DNK,2018,1.2831049
DNK,2019,1.2992066
DNK,2020,1.3737689
DNK,2021,1.2915577
DNK,2022,1.3615645
DNK,2023,1.9996133
DNK,2024,2.4161744
DJI,1978,0.020942409
DJI,1979,0.01750547
DJI,1980,0.53553957
DJI,1981,1.415326
DJI,1982,7.485064
DJI,1983,7.6596932
DJI,1991,6.6508846
DJI,1992,6.760028
DJI,1993,6.158737
DJI,1994,5.757445
DJI,1995,5.791646
DJI,1996,5.0804787
DJI,1997,5.474986
DJI,1998,5.6508746
DJI,1999,5.47809
DJI,2000,5.0691013
DJI,2004,5.607179
DJI,2005,4.5077567
DJI,2006,4.587634
DJI,2007,2.901075
DJI,2008,2.6275826
DJI,2023,
DMA,2023,
DOM,1958,5.3104463
DOM,1960,5.231526
DOM,1961,5.229794
DOM,1962,4.3196545
DOM,1963,3.865213
DOM,1964,3.783495
DOM,1965,4.2120705
DOM,1966,3.46272
DOM,1967,3.1918685
DOM,1968,3.2451715
DOM,1969,2.6478243
DOM,1970,2.4166946
DOM,1971,2.1962194
DOM,1972,1.9875214
DOM,1973,1.791274
DOM,1974,1.9650655
DOM,1975,1.8310133
DOM,1976,1.9283817
DOM,1977,1.885723
DOM,1978,2.175566
DOM,1979,2.1822941
DOM,1980,1.5835432
DOM,1981,1.7201282
DOM,1982,1.5820401
DOM,1983,1.3665054
DOM,1984,1.198896
DOM,1985,1.2100524
DOM,1986,1.344154
DOM,1987,1.01814
DOM,1988,0.8800475
DOM,1989,0.800368
DOM,1990,0.6757294
DOM,1991,0.34815505
DOM,1992,0.5590868
DOM,1993,0.75507003
DOM,1994,0.73376566
DOM,1995,0.5494779
DOM,1996,0.6336516
DOM,1997,0.7969264
DOM,1998,0.7800624
DOM,1999,0.8162439
DOM,2000,1.0300965
DOM,2001,1.2134961
DOM,2002,1.0589192
DOM,2003,0.7641451
DOM,2004,0.687618
DOM,2005,0.76653636
DOM,2006,0.68342334
DOM,2007,0.6276191
DOM,2008,0.69986165
DOM,2009,0.66746116
DOM,2010,0.66753167
DOM,2011,0.6029281
DOM,2012,0.65315145
DOM,2013,0.61182475
DOM,2014,0.6514378
DOM,2015,0.64367497
DOM,2016,0.6340305
DOM,2017,0.6660635
DOM,2018,0.6939911
DOM,2019,0.68958306
DOM,2020,0.746232
DOM,2021,0.6472399
DOM,2022,0.67907304
DOM,2023,0.7793087
DOM,2024,0.7824201
,2023,
,2023,
OWID_GDR,2023,
TLS,2005,1.7802292
TLS,2006,3.7692814
TLS,2007,4.372697
TLS,2008,3.6470315
TLS,2009,5.0187097
TLS,2010,2.9926288
TLS,2011,1.9694935
TLS,2012,2.8772836
TLS,2013,2.270369
TLS,2014,2.046846
TLS,2015,2.3244655
TLS,2016,1.5985975
TLS,2017,1.6051736
TLS,2018,1.3245502
TLS,2019,1.6920807
TLS,2020,1.7779012
TLS,2021,1.0819862
TLS,2022,1.3808352
TLS,2023,2.6495674
TLS,2024,2.6641567
ECU,1953,1.9415919
ECU,1957,2.4112945
ECU,1958,2.2822928
ECU,1959,1.9026753
ECU,1960,2.3762367
ECU,1961,2.046767
ECU,1962,2.0454538
ECU,1963,1.7652122
ECU,1964,1.9099541
ECU,1965,2.0695653
ECU,1966,1.8242216
ECU,1967,1.8044233
ECU,1968,1.9239734
ECU,1969,2.3706162
ECU,1970,1.8336898
ECU,1971,1.8540252
ECU,1972,1.9900233
ECU,1973,1.9765705
ECU,1974,2.01589
ECU,1975,2.366809
ECU,1976,2.2006876
ECU,1977,3.080372
ECU,1978,2.1427264
ECU,1979,1.9874938
ECU,1980,1.7812246
ECU,1981,1.6778404
ECU,1982,1.6540028
ECU,1983,1.5747783
ECU,1984,1.4852324
ECU,1985,1.7797387
ECU,1986,1.8373867
ECU,1987,1.9663161
ECU,1988,1.6161158
ECU,1989,1.4266979
ECU,1990,1.3512222
ECU,1991,1.2714716
ECU,1992,1.2133054
ECU,1993,1.5053436
ECU,1994,1.3156914
ECU,1995,1.9876035
ECU,1996,1.689725
ECU,1997,1.8110666
ECU,1998,2.0189536
ECU,1999,1.5559825
ECU,2000,1.5173395
ECU,2001,1.660393
ECU,2002,1.8666234
ECU,2003,2.3865495
ECU,2004,2.017335
ECU,2005,2.3684888
ECU,2006,2.079195
ECU,2007,2.6279507
ECU,2008,2.6922066
ECU,2009,3.2431993
ECU,2010,3.072574
ECU,2011,3.1064744
ECU,2012,2.9518147
ECU,2013,2.832987
ECU,2014,2.712791
ECU,2015,2.6720726
ECU,2016,2.5731168
ECU,2017,2.3573842
ECU,2018,2.371999
ECU,2019,2.1803818
ECU,2020,2.4579234
ECU,2021,2.2421072
ECU,2022,2.2185152
ECU,2023,2.2651386
ECU,2024,2.2219477
EGY,1962,6.675479
EGY,1963,8.664688
EGY,1964,10.32839
EGY,1965,10.1174345
EGY,1966,8.718268
EGY,1967,8.907699
EGY,1968,11.133043
EGY,1969,14.336054
EGY,1970,15.987884
EGY,1971,17.187014
EGY,1972,13.56453
EGY,1973,13.513513
EGY,1974,17.274244
EGY,1975,15.431847
EGY,1976,13.726896
EGY,1977,13.112058
EGY,1978,9.940714
EGY,1979,6.4689374
EGY,1980,6.1603103
EGY,1981,7.41691
EGY,1982,7.188961
EGY,1983,7.9586735
EGY,1984,8.265232
EGY,1985,7.856933
EGY,1986,7.4981303
EGY,1987,6.528743
EGY,1988,5.0608764
EGY,1989,3.968099
EGY,1990,3.4676995
EGY,1991,3.6117446
EGY,1992,3.2155008
EGY,1993,3.097737
EGY,1994,3.1539347
EGY,1995,3.0820363
EGY,1996,2.974812
EGY,1997,2.8414853
EGY,1998,2.6593833
EGY,1999,2.5697675
EGY,2000,2.551265
EGY,2001,2.9855685
EGY,2002,3.2784548
EGY,2003,3.1772852
EGY,2004,2.8775313
EGY,2005,2.7142205
EGY,2006,2.6062186
EGY,2007,2.3796346
EGY,2008,2.1807854
