COUNTRYCODE,YEAR,MILITARYSPENDINGSHAREGDP
CIV,1998,174386180.0
CIV,1999,177411790.0
CIV,2000,150788060.0
CIV,2001,156131950.0
CIV,2002,198112220.0
CIV,2003,270321180.0
CIV,2004,293373660.0
CIV,2005,317749400.0
CIV,2006,344855580.0
CIV,2007,381251170.0
CIV,2008,413197630.0
CIV,2009,430235740.0
CIV,2010,430326200.0
CIV,2011,566944000.0
CIV,2012,664870500.0
CIV,2013,747001200.0
CIV,2014,808678400.0
CIV,2015,860301700.0
CIV,2016,818059840.0
CIV,2017,890259800.0
CIV,2018,861069300.0
CIV,2019,835390200.0
CIV,2020,811159940.0
CIV,2021,763246700.0
CIV,2022,782427140.0
CIV,2023,834977700.0
HRV,1992,711597300.0
HRV,1993,1477033500.0
HRV,1994,1787636000.0
HRV,1995,2530680300.0
HRV,1996,2383707600.0
HRV,1997,2185838300.0
HRV,1998,1806347900.0
HRV,1999,1419367000.0
HRV,2000,1087988200.0
HRV,2001,948164400.0
HRV,2002,901386700.0
HRV,2003,914555300.0
HRV,2004,909972300.0
HRV,2005,892718460.0
HRV,2006,972720100.0
HRV,2007,1126320400.0
HRV,2008,1290198700.0
HRV,2009,1210915300.0
HRV,2010,1146026400.0
HRV,2011,1085005600.0
HRV,2012,984086660.0
HRV,2013,972919360.0
HRV,2014,941336640.0
HRV,2015,867502500.0
HRV,2016,796760640.0
HRV,2017,949703550.0
HRV,2018,1090605000.0
HRV,2019,1257059700.0
HRV,2020,1396592300.0
HRV,2021,1482894300.0
HRV,2022,1514030600.0
HRV,2023,1666247300.0
CUB,1902,489180300.0
CUB,1903,526826530.0
CUB,1904,548492350.0
CUB,1905,620783300.0
CUB,1906,671810370.0
CUB,1909,724489300.0
CUB,1910,684584000.0
CUB,1911,702823500.0
CUB,1912,672850800.0
CUB,1913,794383360.0
CUB,1914,601979300.0
CUB,1915,600328770.0
CUB,1916,552276400.0
CUB,1917,440272400.0
CUB,1918,349463600.0
CUB,1919,241773300.0
CUB,1920,189078140.0
CUB,1921,213646200.0
CUB,1922,185041700.0
CUB,1923,157309680.0
CUB,1924,144127980.0
CUB,1925,159673120.0
CUB,1926,167404640.0
CUB,1927,172076060.0
CUB,1928,174537680.0
CUB,1929,178775150.0
CUB,1930,170935120.0
CUB,1931,167176110.0
CUB,1932,158161890.0
CUB,1933,158587120.0
CUB,1934,220776220.0
CUB,1935,257087100.0
CUB,1936,274426700.0
CUB,1937,284641600.0
CUB,1938,315129730.0
CUB,1939,318540860.0
CUB,1940,334964770.0
CUB,1941,346102530.0
CUB,1942,309921150.0
CUB,1943,329792540.0
CUB,1944,361451260.0
CUB,1945,395332930.0
CUB,1946,344104640.0
CUB,1947,271833000.0
CUB,1948,263819330.0
CUB,1949,347986620.0
CUB,1950,426090700.0
CUB,1951,482713020.0
CUB,1952,524677300.0
CUB,1953,514480220.0
CUB,1954,515826430.0
CUB,1955,475360000.0
CUB,1956,496178600.0
CUB,1957,494274000.0
CUB,1958,465181500.0
CUB,1959,861304000.0
CUB,1960,1195066800.0
CUB,1961,1399604100.0
CUB,1962,1571905700.0
CUB,1963,1576842200.0
CUB,1964,1596852500.0
CUB,1965,1538431100.0
CUB,1966,1460011100.0
CUB,1967,1440332900.0
CUB,1968,1482673200.0
CUB,1969,1317118600.0
CUB,1970,1421067900.0
CUB,1971,1454789800.0
CUB,1972,1382502400.0
CUB,1973,1332011900.0
CUB,1974,1342612900.0
CUB,1975,1392703100.0
CUB,1976,1808728700.0
CUB,1977,2364516600.0
CUB,1978,3078901500.0
CUB,1979,3480978200.0
CUB,1980,2865982700.0
CUB,1981,3077997800.0
CUB,1982,3134666000.0
CUB,1983,3199517000.0
CUB,1984,3042792000.0
CUB,1985,3116853800.0
CUB,1986,3124874000.0
CUB,1987,3117070600.0
CUB,1988,2989478100.0
CUB,1989,2896798500.0
CUB,1990,2490196700.0
CUB,1991,2003595000.0
CUB,1992,1283871100.0
CUB,1993,940351000.0
CUB,1994,1011042.1
CUB,1995,1022998850.0
CUB,1996,1053387600.0
CUB,1997,1169106400.0
CUB,1998,1169501400.0
CUB,1999,1227937400.0
CUB,2000,1272886000.0
CUB,2001,1407795200.0
CUB,2002,1526085600.0
CUB,2003,1373938400.0
CUB,2004,1219405200.0
CUB,2005,1136248300.0
CUB,2006,1213316500.0
CUB,2007,1361186000.0
CUB,2008,1519405000.0
CUB,2009,1822373500.0
CUB,2010,140659490.0
CUB,2011,126327384.0
CUB,2012,128089900.0
CUB,2013,135759600.0
CUB,2014,142627140.0
CUB,2015,148777310.0
CUB,2016,150119680.0
CUB,2017,159867380.0
CUB,2018,155227310.0
CUB,2023,
CUW,2023,
CYP,1960,34669836.0
CYP,1961,32347802.0
CYP,1962,33573616.0
CYP,1963,31863368.0
CYP,1964,50636028.0
CYP,1965,60625490.0
CYP,1966,53898544.0
CYP,1967,52961584.0
CYP,1968,46100110.0
CYP,1969,42119084.0
CYP,1970,45758184.0
CYP,1971,50811016.0
CYP,1972,49577604.0
CYP,1973,44663436.0
CYP,1974,72460104.0
CYP,1975,73167020.0
CYP,1976,74224100.0
CYP,1977,73395200.0
CYP,1978,74531420.0
CYP,1979,76001380.0
CYP,1980,70835150.0
CYP,1981,88095500.0
CYP,1982,120596984.0
CYP,1983,138707460.0
CYP,1984,136540420.0
CYP,1985,139455570.0
CYP,1986,196799650.0
CYP,1987,273847330.0
CYP,1988,307662800.0
CYP,1989,356980060.0
CYP,1990,490179520.0
CYP,1991,613597630.0
CYP,1992,730121300.0
CYP,1993,617801500.0
CYP,1994,642380350.0
CYP,1995,629808700.0
CYP,1996,720747700.0
CYP,1997,773157500.0
CYP,1998,704109440.0
CYP,1999,611600500.0
CYP,2000,513912220.0
CYP,2001,454836640.0
CYP,2002,405035170.0
CYP,2003,373340740.0
CYP,2004,393579600.0
CYP,2005,402006270.0
CYP,2006,394665950.0
CYP,2007,560082750.0
CYP,2008,585778370.0
CYP,2009,571412030.0
CYP,2010,551311940.0
CYP,2011,512128960.0
CYP,2012,468137540.0
CYP,2013,485121540.0
CYP,2014,474030850.0
CYP,2015,409795740.0
CYP,2016,421483550.0
CYP,2017,469858850.0
CYP,2018,519702080.0
CYP,2019,546526200.0
CYP,2020,574474800.0
CYP,2021,618008500.0
CYP,2022,630454800.0
CYP,2023,671062600.0
CZE,1993,1867577900.0
CZE,1994,1794112000.0
CZE,1995,1885696800.0
CZE,1996,1868409600.0
CZE,1997,1862720100.0
CZE,1998,2058225500.0
CZE,1999,2033634300.0
CZE,2000,2130443100.0
CZE,2001,2194395100.0
CZE,2002,2382730200.0
CZE,2003,2766059300.0
CZE,2004,2986728700.0
CZE,2005,3067516000.0
CZE,2006,3239406000.0
CZE,2007,3402547700.0
CZE,2008,3622361600.0
CZE,2009,3458932700.0
CZE,2010,3031069700.0
CZE,2011,2855436800.0
CZE,2012,2601360600.0
CZE,2013,2502301000.0
CZE,2014,2394247700.0
CZE,2015,2281912800.0
CZE,2016,2424767700.0
CZE,2017,2837691400.0
CZE,2018,3270239700.0
CZE,2019,3864045300.0
CZE,2020,4129158700.0
CZE,2021,4520962600.0
CZE,2022,4815037400.0
CZE,2023,5195396600.0
COD,1960,15372132.0
COD,1961,86665740.0
COD,1962,144804370.0
COD,1963,182253630.0
COD,1964,146710190.0
COD,1965,318757250.0
COD,1966,341225440.0
COD,1967,333445660.0
COD,1968,342927500.0
COD,1969,410754900.0
COD,1970,518633800.0
COD,1971,527642020.0
COD,1972,512914020.0
COD,1973,465593200.0
COD,1974,645528400.0
COD,1975,540672200.0
COD,1976,373349150.0
COD,1977,280798750.0
COD,1978,253118740.0
COD,1979,293172160.0
COD,1980,274179550.0
COD,1981,171773460.0
COD,1982,233069500.0
COD,1983,196186530.0
COD,1984,164842850.0
COD,1985,153728980.0
COD,1986,151318880.0
COD,1987,118742520.0
COD,1988,213406340.0
COD,1989,176270600.0
COD,1990,132700850.0
COD,1991,163917500.0
COD,1992,216908720.0
COD,1993,321240130.0
COD,1994,287094560.0
COD,1995,291916600.0
COD,1996,187672670.0
COD,1997,234545580.0
COD,1998,163714540.0
COD,1999,325949020.0
COD,2000,270474240.0
COD,2001,563729600.0
COD,2002,210357360.0
COD,2003,183209860.0
COD,2004,239324300.0
COD,2005,219410300.0
COD,2006,222225780.0
COD,2007,223206780.0
COD,2008,201216240.0
COD,2009,186265250.0
COD,2010,222020420.0
COD,2011,267324370.0
COD,2012,321809200.0
COD,2013,442744860.0
COD,2014,514372450.0
COD,2015,690609340.0
COD,2016,657249700.0
COD,2017,480202340.0
COD,2018,408312400.0
COD,2019,438019970.0
COD,2020,451438400.0
COD,2021,462014300.0
COD,2022,531428160.0
COD,2023,674031800.0
DNK,1816,36601404.0
DNK,1817,33745840.0
DNK,1818,34432820.0
DNK,1819,34424050.0
DNK,1820,36134380.0
DNK,1821,40809212.0
DNK,1822,35205810.0
DNK,1823,40439180.0
DNK,1824,42712704.0
DNK,1825,39323370.0
DNK,1826,43092224.0
DNK,1827,40757680.0
DNK,1828,40738844.0
DNK,1829,45553176.0
DNK,1830,42169210.0
DNK,1831,46307864.0
DNK,1832,47888708.0
DNK,1833,46327308.0
DNK,1834,43057004.0
DNK,1835,42485188.0
DNK,1836,40969148.0
DNK,1837,45992892.0
DNK,1838,46554428.0
DNK,1839,49110210.0
DNK,1840,55621452.0
DNK,1841,56408776.0
DNK,1842,60963824.0
DNK,1843,69951016.0
DNK,1844,69577520.0
DNK,1845,68474860.0
DNK,1846,68408290.0
DNK,1847,68460950.0
DNK,1848,81503416.0
DNK,1849,33683800.0
DNK,1850,41766670.0
DNK,1851,60443880.0
DNK,1852,73661150.0
DNK,1853,87076104.0
DNK,1854,91028300.0
DNK,1855,88692930.0
DNK,1856,80697250.0
DNK,1857,78852710.0
DNK,1858,90205090.0
DNK,1859,97019016.0
DNK,1860,95472290.0
DNK,1861,87004450.0
DNK,1862,83451570.0
DNK,1863,77215740.0
DNK,1864,95845624.0
DNK,1865,66598840.0
DNK,1866,62086348.0
DNK,1867,64920744.0
DNK,1868,71332170.0
DNK,1869,74174136.0
DNK,1870,69122630.0
DNK,1871,71382850.0
DNK,1872,77574540.0
DNK,1873,81889160.0
DNK,1874,85048860.0
DNK,1875,89874240.0
DNK,1876,100634770.0
DNK,1877,89471624.0
DNK,1878,99675120.0
DNK,1879,93371930.0
DNK,1880,86938440.0
DNK,1881,89678820.0
DNK,1882,98530070.0
DNK,1883,101538104.0
DNK,1884,107675170.0
DNK,1885,92914390.0
DNK,1886,87938840.0
DNK,1887,75596440.0
DNK,1888,78783950.0
DNK,1889,79905304.0
DNK,1890,103434300.0
DNK,1891,93432920.0
DNK,1892,115431384.0
DNK,1893,114822670.0
DNK,1894,120259670.0
DNK,1895,140589440.0
DNK,1896,130183860.0
DNK,1897,132230710.0
DNK,1898,123522170.0
DNK,1899,133858120.0
DNK,1900,135109300.0
DNK,1901,129303610.0
DNK,1902,134504300.0
DNK,1903,136206400.0
DNK,1904,131017210.0
DNK,1905,132824890.0
DNK,1906,136420780.0
DNK,1907,136003820.0
DNK,1908,142154080.0
DNK,1909,168644800.0
DNK,1910,171657950.0
DNK,1911,180025100.0
DNK,1912,176432320.0
DNK,1913,198165070.0
DNK,1914,148317400.0
DNK,1915,201857070.0
DNK,1916,232800220.0
DNK,1917,235096860.0
DNK,1918,243123180.0
DNK,1919,207360060.0
DNK,1920,171212290.0
DNK,1921,203047440.0
DNK,1922,177360770.0
DNK,1923,149721710.0
DNK,1924,132569870.0
DNK,1925,142168860.0
DNK,1926,145025470.0
DNK,1927,164487470.0
DNK,1928,173909890.0
DNK,1929,172795660.0
DNK,1930,171797280.0
DNK,1931,164050530.0
DNK,1932,144177860.0
DNK,1933,130011430.0
DNK,1934,169770080.0
DNK,1935,186080900.0
DNK,1936,202201500.0
DNK,1937,232655550.0
DNK,1938,373546850.0
DNK,1939,480009400.0
DNK,1940,659469600.0
DNK,1945,724079100.0
DNK,1946,661874600.0
DNK,1947,611089100.0
DNK,1948,599176060.0
DNK,1949,734211200.0
DNK,1950,634400830.0
DNK,1951,762411300.0
DNK,1952,967554500.0
DNK,1953,1177888800.0
DNK,1954,1235461900.0
DNK,1955,1210955300.0
DNK,1956,1319110400.0
DNK,1957,1343186700.0
DNK,1958,1314935400.0
DNK,1959,1226808400.0
DNK,1960,1288249100.0
DNK,1961,1478341600.0
DNK,1962,1722833500.0
DNK,1963,1930314100.0
DNK,1964,2006812400.0
DNK,1965,2215816200.0
DNK,1966,2312973000.0
DNK,1967,2447569000.0
DNK,1968,2632840700.0
DNK,1969,2598847700.0
DNK,1970,2659204400.0
DNK,1971,2831733800.0
DNK,1972,3043308000.0
DNK,1973,2858403800.0
DNK,1974,3105367600.0
DNK,1975,3505718300.0
DNK,1976,3388472600.0
DNK,1977,3642390800.0
DNK,1978,4093226200.0
DNK,1979,4307237000.0
DNK,1980,4053883000.0
DNK,1981,3819319000.0
DNK,1982,3605469000.0
DNK,1983,3574634200.0
DNK,1984,3706311000.0
DNK,1985,3651592000.0
DNK,1986,3863855400.0
DNK,1987,4280003300.0
DNK,1988,4335729700.0
DNK,1989,4231140000.0
DNK,1990,4315138000.0
DNK,1991,3994310100.0
DNK,1992,4661825500.0
DNK,1993,4574855000.0
DNK,1994,4833191000.0
DNK,1995,5027372500.0
DNK,1996,4715128300.0
DNK,1997,4745405400.0
DNK,1998,4518591000.0
DNK,1999,4455812600.0
DNK,2000,4152936400.0
DNK,2001,4347715600.0
DNK,2002,4336456700.0
DNK,2003,4634761000.0
DNK,2004,5004663300.0
DNK,2005,4673459700.0
DNK,2006,5049316400.0
DNK,2007,5149790700.0
DNK,2008,5389586400.0
DNK,2009,5302163000.0
DNK,2010,5175922700.0
DNK,2011,5293073000.0
DNK,2012,5234939400.0
DNK,2013,5055313400.0
DNK,2014,4897480700.0
DNK,2015,4271884800.0
DNK,2016,4279125000.0
DNK,2017,4805482000.0
DNK,2018,5556221400.0
DNK,2019,5787525600.0
DNK,2020,6365316600.0
DNK,2021,6601655300.0
DNK,2022,7371600400.0
DNK,2023,8458852400.0
DJI,1977,433483.2
DJI,1978,340904.8
DJI,1979,10261011.0
DJI,1980,21414714.0
DJI,1981,31710154.0
DJI,1982,55466836.0
DJI,1983,65822012.0
DJI,1984,65593468.0
DJI,1985,70530470.0
DJI,1986,70625896.0
DJI,1987,72466150.0
DJI,1988,67295540.0
DJI,1989,61010184.0
DJI,1990,61318492.0
DJI,1991,66480172.0
DJI,1992,65377676.0
DJI,1993,53396030.0
DJI,1994,51260280.0
DJI,1995,45207064.0
DJI,1996,39260684.0
DJI,1997,38923144.0
DJI,1998,40085410.0
DJI,1999,40825800.0
DJI,2000,39089120.0
DJI,2001,39764770.0
DJI,2002,40304996.0
DJI,2003,39288932.0
DJI,2004,37041372.0
DJI,2005,28678850.0
DJI,2006,28464578.0
DJI,2007,26784240.0
DJI,2008,23930054.0
DJI,2009,29075022.0
DJI,2010,15705287.0
DJI,2011,12944332.0
DJI,2012,12744082.0
DJI,2013,12750873.0
DJI,2014,12789947.0
DJI,2015,13119233.0
DJI,2016,13493051.0
DJI,2023,
DMA,2023,
DOM,1894,16208824.0
DOM,1895,17074052.0
DOM,1896,16647493.0
DOM,1897,15238885.0
DOM,1898,14151060.0
DOM,1899,13437487.0
DOM,1900,13406142.0
DOM,1901,11430545.0
DOM,1902,11236813.0
DOM,1903,10194420.0
DOM,1904,8824543.0
DOM,1905,10289597.0
DOM,1906,11498831.0
DOM,1907,12831312.0
DOM,1908,14031021.0
DOM,1909,17211364.0
DOM,1910,16375612.0
DOM,1911,18782174.0
DOM,1912,19727482.0
DOM,1913,26162614.0
DOM,1914,22903456.0
DOM,1915,26275272.0
DOM,1916,25880968.0
DOM,1924,13790059.0
DOM,1925,13900901.0
DOM,1926,14993940.0
DOM,1927,17798030.0
DOM,1928,19589420.0
DOM,1929,18928630.0
DOM,1930,18052596.0
DOM,1931,18160670.0
DOM,1932,17912580.0
DOM,1933,17625918.0
DOM,1934,22050098.0
DOM,1935,22837492.0
DOM,1936,26980914.0
DOM,1937,28869292.0
DOM,1938,34489400.0
DOM,1939,34716530.0
DOM,1940,39557436.0
DOM,1941,43044972.0
DOM,1942,39753292.0
DOM,1943,42471900.0
DOM,1944,48072132.0
DOM,1945,62725130.0
DOM,1946,60142964.0
DOM,1947,70626080.0
DOM,1948,117539770.0
DOM,1949,178477280.0
DOM,1950,199017800.0
DOM,1951,213374820.0
DOM,1952,251902290.0
DOM,1953,249230960.0
DOM,1954,240625700.0
DOM,1955,281062820.0
DOM,1956,315926100.0
DOM,1957,326959170.0
DOM,1958,322636350.0
DOM,1959,316445380.0
DOM,1960,274771360.0
DOM,1961,271771800.0
DOM,1962,264554510.0
DOM,1963,263190610.0
DOM,1964,282488700.0
DOM,1965,248407620.0
DOM,1966,228419440.0
DOM,1967,223563950.0
DOM,1968,207586740.0
DOM,1969,188872340.0
DOM,1970,181517940.0
DOM,1971,185368030.0
DOM,1972,192417140.0
DOM,1973,179213490.0
DOM,1974,219289870.0
DOM,1975,209310830.0
DOM,1976,247551360.0
DOM,1977,260131340.0
DOM,1978,291013820.0
DOM,1979,338502340.0
DOM,1980,318427650.0
DOM,1981,272982400.0
DOM,1982,279821600.0
DOM,1983,248766660.0
DOM,1984,225100590.0
DOM,1985,145621570.0
DOM,1986,156183330.0
DOM,1987,154897440.0
DOM,1988,120994320.0
DOM,1989,113188390.0
DOM,1990,106839030.0
DOM,1991,89913190.0
DOM,1992,124255790.0
DOM,1993,167155820.0
DOM,1994,182035180.0
DOM,1995,172015090.0
DOM,1996,187267310.0
DOM,1997,209457800.0
DOM,1998,224958900.0
DOM,1999,250042400.0
DOM,2000,298864480.0
DOM,2001,325704030.0
DOM,2002,331178000.0
DOM,2003,250993400.0
DOM,2004,229937500.0
DOM,2005,326286080.0
DOM,2006,340141730.0
DOM,2007,341353150.0
DOM,2008,350581060.0
DOM,2009,342224000.0
DOM,2010,328879680.0
DOM,2011,379943870.0
DOM,2012,406684480.0
DOM,2013,454819260.0
DOM,2014,475709630.0
DOM,2015,518158500.0
DOM,2016,556196160.0
DOM,2017,638793540.0
DOM,2018,732163650.0
DOM,2019,786791740.0
DOM,2020,817552300.0
DOM,2021,822983000.0
DOM,2022,912360450.0
DOM,2023,958204000.0
TLS,2002,18440452.0
TLS,2003,18574936.0
TLS,2004,19514858.0
TLS,2005,19361286.0
TLS,2006,23466712.0
TLS,2007,28473302.0
TLS,2008,28089190.0
TLS,2009,25712676.0
TLS,2010,12142407.0
TLS,2011,43695380.0
TLS,2012,58142424.0
TLS,2013,64727068.0
TLS,2014,63146780.0
TLS,2015,58384316.0
TLS,2016,35618310.0
TLS,2017,33980610.0
TLS,2018,31052916.0
TLS,2019,41365356.0
TLS,2020,46832824.0
TLS,2021,51148776.0
TLS,2022,53032024.0
TLS,2023,59866096.0
ECU,1854,48486184.0
ECU,1855,47728196.0
ECU,1856,44874010.0
ECU,1857,41183476.0
ECU,1858,43001252.0
ECU,1859,43620524.0
ECU,1860,45706080.0
ECU,1861,39896348.0
ECU,1862,34755324.0
ECU,1863,30776348.0
ECU,1864,30138930.0
ECU,1865,23086544.0
ECU,1866,24038750.0
ECU,1867,22766976.0
ECU,1868,24744152.0
ECU,1869,24183372.0
ECU,1870,23850478.0
ECU,1871,24660118.0
ECU,1872,24610494.0
ECU,1873,25799734.0
ECU,1874,25165756.0
ECU,1875,25690800.0
ECU,1876,27725276.0
ECU,1877,24578248.0
ECU,1878,27933834.0
ECU,1879,25330064.0
ECU,1880,23204462.0
ECU,1881,22145002.0
ECU,1882,22307238.0
ECU,1883,22222392.0
ECU,1884,23617778.0
ECU,1885,21076942.0
ECU,1886,23792126.0
ECU,1887,20484714.0
ECU,1888,21695642.0
ECU,1889,21599668.0
ECU,1890,21449848.0
ECU,1891,20297884.0
ECU,1892,21464928.0
ECU,1893,20269476.0
ECU,1894,22419356.0
ECU,1895,25833980.0
ECU,1896,24864190.0
ECU,1897,27323306.0
ECU,1898,26349226.0
ECU,1899,27125608.0
ECU,1900,29372372.0
ECU,1901,33075810.0
ECU,1902,38114736.0
ECU,1903,35755136.0
ECU,1904,35760910.0
ECU,1905,35526316.0
ECU,1906,34724668.0
ECU,1907,33975504.0
ECU,1908,33991176.0
ECU,1909,41612690.0
ECU,1910,43925016.0
ECU,1911,44060724.0
ECU,1912,40620600.0
ECU,1913,45132430.0
ECU,1914,68799016.0
ECU,1915,73841870.0
ECU,1916,66065836.0
ECU,1917,49665516.0
ECU,1918,38104960.0
ECU,1919,22804398.0
ECU,1920,13940197.0
ECU,1921,18122106.0
ECU,1922,19119654.0
ECU,1923,19333304.0
ECU,1924,19372934.0
ECU,1925,20391060.0
ECU,1926,22710402.0
ECU,1927,23458150.0
ECU,1928,24264260.0
ECU,1929,25526148.0
ECU,1930,26883900.0
ECU,1931,27549828.0
ECU,1932,26794252.0
ECU,1933,25195568.0
ECU,1934,29391294.0
ECU,1935,28769876.0
ECU,1936,30388974.0
ECU,1937,29443624.0
ECU,1938,27891530.0
ECU,1939,31810752.0
ECU,1940,34222410.0
ECU,1941,36312016.0
ECU,1942,34644184.0
ECU,1943,42166920.0
ECU,1944,55055604.0
ECU,1945,69412344.0
ECU,1946,59052470.0
ECU,1947,54404390.0
ECU,1948,51319950.0
ECU,1949,63371120.0
ECU,1950,64568716.0
ECU,1951,62322416.0
ECU,1952,81545384.0
ECU,1953,120699110.0
ECU,1954,147596930.0
ECU,1955,161293890.0
ECU,1956,190427980.0
ECU,1957,193085420.0
ECU,1958,185072780.0
ECU,1959,165585680.0
ECU,1960,178967630.0
ECU,1961,187476580.0
ECU,1962,174795740.0
ECU,1963,152769120.0
ECU,1964,179641490.0
ECU,1965,195687730.0
ECU,1966,192282770.0
ECU,1967,192643570.0
ECU,1968,187829230.0
ECU,1969,229618740.0
ECU,1970,230982320.0
ECU,1971,228707120.0
ECU,1972,268244900.0
ECU,1973,297227620.0
ECU,1974,340855970.0
ECU,1975,415099200.0
ECU,1976,476351400.0
ECU,1977,600382500.0
ECU,1978,596829000.0
ECU,1979,647950140.0
ECU,1980,598992900.0
ECU,1981,633197950.0
ECU,1982,586931200.0
ECU,1983,527522880.0
ECU,1984,528094980.0
ECU,1985,587466750.0
ECU,1986,536597120.0
ECU,1987,518550600.0
ECU,1988,515750180.0
ECU,1989,508544640.0
ECU,1990,519830430.0
ECU,1991,553047550.0
ECU,1992,603510200.0
ECU,1993,651403840.0
ECU,1994,772022140.0
ECU,1995,1011912800.0
ECU,1996,1006176300.0
ECU,1997,1101808100.0
ECU,1998,925770750.0
ECU,1999,723928960.0
ECU,2000,676143170.0
ECU,2001,713099100.0
ECU,2002,782319500.0
ECU,2003,919203600.0
ECU,2004,918696960.0
ECU,2005,890496200.0
ECU,2006,994718000.0
ECU,2007,1163772300.0
ECU,2008,1528472600.0
ECU,2009,2122755000.0
ECU,2010,1966026400.0
ECU,2011,2051272700.0
ECU,2012,2102646000.0
ECU,2013,2346039300.0
ECU,2014,2284849400.0
ECU,2015,2387373800.0
ECU,2016,2145234400.0
ECU,2017,2363387600.0
ECU,2018,2345991400.0
ECU,2019,2536961800.0
ECU,2020,2638702800.0
ECU,2021,2834229200.0
ECU,2022,2993348900.0
ECU,2023,3164548600.0
EGY,1855,446037900.0
EGY,1937,286352400.0
EGY,1938,350539070.0
EGY,1939,296308200.0
EGY,1940,319806080.0
EGY,1941,351363200.0
EGY,1942,356698000.0
EGY,1943,381478720.0
EGY,1944,406883680.0
EGY,1945,430314020.0
EGY,1946,381138370.0
EGY,1947,311695140.0
EGY,1948,351235070.0
EGY,1949,1290951200.0
EGY,1950,1000526200.0
EGY,1951,957607700.0
EGY,1952,1040692600.0
EGY,1953,1075686900.0
EGY,1954,1116898400.0
EGY,1955,1015389950.0
EGY,1956,1046450050.0
EGY,1957,1100733700.0
EGY,1958,1183820700.0
EGY,1959,1606232300.0
EGY,1960,1849150500.0
EGY,1961,2048132400.0
EGY,1962,2257351200.0
EGY,1963,2410633200.0
EGY,1964,2778358300.0
EGY,1965,3245314300.0
EGY,1966,3125404000.0
EGY,1967,3083374600.0
EGY,1968,3542475500.0
EGY,1969,4043704300.0
EGY,1970,5503948000.0
EGY,1971,6198964000.0
EGY,1972,6754621400.0
EGY,1973,8401085000.0
EGY,1974,9664414000.0
EGY,1975,11110634000.0
EGY,1976,10172401000.0
EGY,1977,8962723000.0
EGY,1978,7472591400.0
EGY,1979,5723857400.0
EGY,1980,4889624600.0
EGY,1981,4861148000.0
EGY,1982,5802076000.0
EGY,1983,6689311000.0
EGY,1984,7238387000.0
EGY,1985,7481426400.0
EGY,1986,8228216000.0
EGY,1987,7444228600.0
EGY,1988,5900855000.0
EGY,1989,4549891000.0
EGY,1990,3388159700.0
EGY,1991,2776468000.0
EGY,1992,3294089500.0
EGY,1993,3442534400.0
EGY,1994,3409719600.0
EGY,1995,3865804000.0
EGY,1996,3933985000.0
EGY,1997,4145869000.0
EGY,1998,4200805000.0
EGY,1999,4561343500.0
EGY,2000,5070146600.0
EGY,2001,5246971000.0
EGY,2002,5011354600.0
EGY,2003,4431096000.0
EGY,2004,4744827000.0
EGY,2005,4903802400.0
EGY,2006,5168688000.0
EGY,2007,5295437300.0
EGY,2008,5094802000.0
EGY,2009,5167681000.0
EGY,2010,5007401500.0
EGY,2011,5222476300.0
EGY,2012,5532412000.0
EGY,2013,5897997300.0
EGY,2014,6217416700.0
EGY,2015,6347232000.0
EGY,2016,5608805000.0
EGY,2017,4263091000.0
EGY,2018,3950078200.0
EGY,2019,4596652500.0
EGY,2020,5289879000.0
EGY,2021,5159677400.0
EGY,2022,5375089000.0
EGY,2023,4980400600.0
SLV,1875,52126084.0
SLV,1876,20352006.0
SLV,1877,18683050.0
SLV,1878,21549128.0
SLV,1879,20118508.0
SLV,1880,18044044.0
SLV,1881,18450478.0
SLV,1882,17617622.0
SLV,1883,14522698.0
SLV,1884,15249433.0
SLV,1885,15356782.0
SLV,1886,16023268.0
SLV,1887,13655801.0
SLV,1888,16526640.0
SLV,1889,21153228.0
SLV,1890,32121060.0
SLV,1891,30590156.0
SLV,1892,31757120.0
SLV,1893,32881794.0
SLV,1894,38955844.0
SLV,1895,39606620.0
SLV,1896,37814944.0
SLV,1897,33788972.0
SLV,1898,30226952.0
SLV,1899,25702368.0
SLV,1900,23643532.0
SLV,1901,22181166.0
SLV,1902,22264740.0
SLV,1903,20173298.0
SLV,1904,21118148.0
SLV,1905,21692826.0
SLV,1906,25684104.0
SLV,1907,27074008.0
SLV,1908,29192050.0
SLV,1909,31493164.0
SLV,1910,29889714.0
SLV,1911,32699096.0
SLV,1912,29948490.0
SLV,1913,34953868.0
SLV,1914,30595636.0
SLV,1915,30649836.0
SLV,1916,29019110.0
SLV,1917,23223082.0
SLV,1918,18595552.0
SLV,1919,12630233.0
SLV,1920,8947887.0
SLV,1921,3677628.0
SLV,1922,2725188.0
SLV,1923,2248584.0
SLV,1924,1990240.9
SLV,1925,2314602.8
SLV,1926,2450612.2
SLV,1927,2803754.8
SLV,1928,2994005.2
SLV,1929,2900951.5
SLV,1930,2556274.5
SLV,1931,2603524.8
SLV,1932,3093240.0
SLV,1933,3433829.8
SLV,1934,13354938.0
SLV,1935,19987966.0
SLV,1936,21273366.0
SLV,1937,21349578.0
SLV,1938,24252320.0
SLV,1939,26187586.0
SLV,1940,26628514.0
SLV,1941,27733536.0
SLV,1942,25423566.0
SLV,1943,24087260.0
SLV,1944,23611634.0
SLV,1945,28122420.0
SLV,1946,22947454.0
SLV,1947,21832624.0
SLV,1948,23328336.0
SLV,1949,32529506.0
SLV,1950,37292400.0
SLV,1951,44466324.0
